idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
67712;5719;4;12/10/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67718;4951;9;11/6/22;Producto danado o defectuoso;Intercambio por variante
67719;9086;1;7/9/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
67720;30;5;8/5/17;Producto o tamano incorrecto;Intercambio por variante
67720;6227;1;22/4/17;Producto danado o defectuoso;Intercambio por variante
67722;1037;2;13/12/05;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67722;8580;4;12/12/05;Producto danado o defectuoso;Intercambio por variante
67723;5783;1;16/5/18;Cambio de idea o insatisfaccion personal;Reembolso
67734;3387;1;28/12/08;Producto o tamano incorrecto;Credito de la tienda
67735;1868;1;14/6/14;Producto danado o defectuoso;Reembolso
67736;9587;1;26/10/09;Producto danado o defectuoso;Reembolso
67736;9853;3;8/10/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
67739;6344;1;5/12/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67752;9787;6;3/4/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
67755;11227;2;31/7/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
67757;8033;2;20/2/15;Cambio de idea o insatisfaccion personal;Reembolso
67758;949;5;9/9/19;Producto o tamano incorrecto;Reembolso
67761;2742;4;5/6/17;Producto o tamano incorrecto;Intercambio por variante
67765;10457;1;11/11/11;Producto danado o defectuoso;Reembolso
67773;747;9;24/8/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67776;939;7;8/10/05;Producto o tamano incorrecto;Credito de la tienda
67782;10095;6;8/1/14;Producto danado o defectuoso;Intercambio por variante
67793;7828;3;5/3/13;Producto danado o defectuoso;Reembolso
67804;10791;1;21/6/09;Producto danado o defectuoso;Intercambio por variante
67809;2445;8;4/4/13;Producto danado o defectuoso;Reembolso
67822;11712;7;21/8/16;Producto o tamano incorrecto;Credito de la tienda
67824;5962;1;14/5/17;Producto o tamano incorrecto;Credito de la tienda
67827;6587;7;7/12/12;Producto danado o defectuoso;Reembolso
67831;11410;1;23/4/13;Producto danado o defectuoso;Intercambio por nuevos productos
67832;11006;1;26/1/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
67835;12315;7;19/5/22;Producto o tamano incorrecto;Credito de la tienda
67838;1198;3;13/2/10;Cambio de idea o insatisfaccion personal;Reembolso
67851;11591;12;1/6/08;Producto o tamano incorrecto;Intercambio por variante
67852;14117;10;12/11/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
67860;8231;6;25/12/08;Producto o tamano incorrecto;Credito de la tienda
67866;5753;1;13/7/10;Producto o tamano incorrecto;Intercambio por variante
67867;6978;1;17/11/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67872;5841;1;21/12/08;Producto danado o defectuoso;Intercambio por nuevos productos
67872;8087;2;9/1/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
67876;12175;3;30/10/08;Producto danado o defectuoso;Intercambio por variante
67884;10679;1;12/12/06;Producto danado o defectuoso;Intercambio por variante
67885;8493;10;11/3/15;Producto danado o defectuoso;Intercambio por variante
67890;10778;2;22/8/12;Cambio de idea o insatisfaccion personal;Reembolso
67895;8007;10;11/7/16;Producto o tamano incorrecto;Credito de la tienda
67909;13003;3;22/7/19;Cambio de idea o insatisfaccion personal;Reembolso
67912;6257;3;17/7/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
67913;7853;7;28/2/15;Producto o tamano incorrecto;Intercambio por variante
67918;13479;4;14/5/23;Producto o tamano incorrecto;Reembolso
67919;3492;2;29/6/14;Producto o tamano incorrecto;Intercambio por nuevos productos
67929;12801;4;25/5/12;Producto danado o defectuoso;Reembolso
67939;10133;3;29/7/10;Producto danado o defectuoso;Intercambio por variante
67950;3148;8;17/5/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
67957;11891;2;1/7/15;Producto danado o defectuoso;Intercambio por nuevos productos
67972;14375;2;17/6/14;Producto o tamano incorrecto;Reembolso
67973;10075;3;28/12/08;Producto danado o defectuoso;Credito de la tienda
67980;5568;6;14/5/18;Producto o tamano incorrecto;Reembolso
67984;5552;2;20/2/14;Producto danado o defectuoso;Intercambio por variante
67986;12057;2;14/8/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
67989;10067;3;11/6/12;Producto danado o defectuoso;Credito de la tienda
67998;13369;2;4/6/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
68000;7102;1;20/10/12;Cambio de idea o insatisfaccion personal;Reembolso
68002;12422;2;19/3/13;Cambio de idea o insatisfaccion personal;Reembolso
68008;2865;4;11/8/15;Producto o tamano incorrecto;Intercambio por variante
68014;12145;11;16/7/11;Producto danado o defectuoso;Reembolso
68015;12870;2;13/9/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
68023;2788;7;5/5/16;Producto danado o defectuoso;Credito de la tienda
68024;65;4;1/12/14;Producto danado o defectuoso;Intercambio por nuevos productos
68025;9146;1;29/4/17;Cambio de idea o insatisfaccion personal;Credito de la tienda
68026;12860;2;24/11/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68044;6065;9;22/5/15;Producto danado o defectuoso;Credito de la tienda
68045;3243;5;28/10/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68050;570;3;3/9/20;Cambio de idea o insatisfaccion personal;Reembolso
68050;10836;2;15/9/20;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68056;8068;5;15/12/20;Producto danado o defectuoso;Intercambio por variante
68057;12071;5;28/12/07;Producto danado o defectuoso;Reembolso
68060;2938;10;2/9/18;Producto danado o defectuoso;Intercambio por nuevos productos
68061;11340;1;30/11/21;Producto danado o defectuoso;Intercambio por nuevos productos
68068;13187;3;23/4/09;Producto danado o defectuoso;Intercambio por variante
68070;4351;5;18/6/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68071;3662;1;7/3/16;Producto o tamano incorrecto;Intercambio por nuevos productos
68073;3727;5;18/7/10;Producto o tamano incorrecto;Credito de la tienda
68074;1618;1;20/8/09;Producto danado o defectuoso;Reembolso
68082;3158;2;28/2/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
68089;8074;4;8/4/14;Producto danado o defectuoso;Intercambio por nuevos productos
68099;10259;12;25/3/11;Producto danado o defectuoso;Intercambio por variante
68109;8097;3;5/12/19;Producto o tamano incorrecto;Reembolso
68113;9017;4;22/1/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68115;7252;6;9/4/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68121;3457;1;6/4/10;Producto o tamano incorrecto;Credito de la tienda
68123;947;1;2/12/19;Producto o tamano incorrecto;Intercambio por nuevos productos
68134;7817;1;8/1/17;Cambio de idea o insatisfaccion personal;Reembolso
68135;2677;3;1/11/06;Producto danado o defectuoso;Credito de la tienda
68144;4921;1;13/12/14;Producto o tamano incorrecto;Reembolso
68157;12246;6;5/6/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
68157;14660;6;5/6/13;Producto o tamano incorrecto;Credito de la tienda
68161;6708;4;20/8/12;Cambio de idea o insatisfaccion personal;Reembolso
68165;8636;5;15/10/21;Cambio de idea o insatisfaccion personal;Reembolso
68171;7429;6;16/6/14;Producto o tamano incorrecto;Credito de la tienda
68175;5993;5;10/11/11;Producto o tamano incorrecto;Reembolso
68176;10411;1;6/7/10;Producto danado o defectuoso;Intercambio por nuevos productos
68176;14208;2;30/6/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
68177;3304;7;9/9/22;Producto o tamano incorrecto;Intercambio por variante
68180;2555;3;1/5/09;Producto danado o defectuoso;Intercambio por nuevos productos
68190;3838;8;4/9/17;Producto o tamano incorrecto;Intercambio por nuevos productos
68205;9014;4;13/12/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68214;13324;3;7/2/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
68214;6012;1;25/2/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68217;8709;6;13/10/20;Producto danado o defectuoso;Credito de la tienda
68222;4697;3;13/1/15;Producto danado o defectuoso;Credito de la tienda
68224;715;1;22/2/15;Producto o tamano incorrecto;Credito de la tienda
68242;8011;3;12/2/08;Producto danado o defectuoso;Intercambio por variante
68248;2590;3;14/12/21;Producto o tamano incorrecto;Intercambio por variante
68250;7081;8;24/9/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68259;10045;1;18/2/20;Producto danado o defectuoso;Credito de la tienda
68265;11504;2;8/10/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68273;7114;1;27/6/11;Producto o tamano incorrecto;Reembolso
68288;13685;2;31/12/22;Producto danado o defectuoso;Intercambio por nuevos productos
68294;6049;1;2/7/10;Producto danado o defectuoso;Credito de la tienda
68297;2270;2;26/5/21;Producto danado o defectuoso;Reembolso
68308;7500;4;26/11/09;Producto o tamano incorrecto;Intercambio por nuevos productos
68308;13377;1;27/11/09;Producto o tamano incorrecto;Intercambio por nuevos productos
68311;14516;4;22/1/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
68314;12998;1;1/7/10;Producto danado o defectuoso;Credito de la tienda
68317;2175;1;28/11/05;Producto danado o defectuoso;Credito de la tienda
68322;10711;9;2/3/16;Producto o tamano incorrecto;Intercambio por nuevos productos
68324;10410;9;14/10/15;Producto danado o defectuoso;Credito de la tienda
68324;1964;6;23/10/15;Producto danado o defectuoso;Credito de la tienda
68324;13497;3;24/10/15;Producto danado o defectuoso;Credito de la tienda
68335;5650;7;20/7/14;Producto o tamano incorrecto;Reembolso
68344;4704;4;13/7/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
68346;10138;4;27/3/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
68348;5521;1;28/11/18;Producto danado o defectuoso;Intercambio por variante
68351;434;1;1/12/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68367;5228;1;8/3/19;Producto o tamano incorrecto;Intercambio por nuevos productos
68374;7347;2;16/6/18;Cambio de idea o insatisfaccion personal;Reembolso
68376;11496;10;14/9/17;Producto o tamano incorrecto;Credito de la tienda
68380;13285;2;12/7/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
68382;10948;3;17/10/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68386;13168;3;24/1/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
68387;1626;1;21/4/07;Producto o tamano incorrecto;Reembolso
68388;1020;6;5/5/15;Producto o tamano incorrecto;Intercambio por nuevos productos
68391;3387;10;17/5/07;Producto danado o defectuoso;Intercambio por nuevos productos
68392;11476;5;22/3/23;Producto danado o defectuoso;Reembolso
68398;2196;4;28/1/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
68399;10425;5;9/6/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
68400;1539;1;1/2/14;Producto o tamano incorrecto;Intercambio por nuevos productos
68403;11716;5;1/9/10;Producto o tamano incorrecto;Intercambio por nuevos productos
68406;9523;11;6/5/19;Producto o tamano incorrecto;Credito de la tienda
68409;13110;1;24/3/21;Producto danado o defectuoso;Intercambio por variante
68418;3336;6;25/11/19;Cambio de idea o insatisfaccion personal;Intercambio por variante
68419;13656;6;17/12/18;Cambio de idea o insatisfaccion personal;Credito de la tienda
68422;10853;6;20/12/08;Producto danado o defectuoso;Intercambio por nuevos productos
68429;5043;8;30/7/07;Producto o tamano incorrecto;Reembolso
68430;14402;2;11/1/15;Producto o tamano incorrecto;Credito de la tienda
68433;13167;2;28/8/20;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68435;14254;5;10/8/11;Producto o tamano incorrecto;Credito de la tienda
68442;12229;4;2/2/23;Producto o tamano incorrecto;Intercambio por variante
68452;8664;1;12/3/09;Producto o tamano incorrecto;Credito de la tienda
68457;13248;2;12/3/19;Producto o tamano incorrecto;Intercambio por variante
68465;2129;2;17/11/06;Producto danado o defectuoso;Intercambio por nuevos productos
68465;3025;5;28/10/06;Cambio de idea o insatisfaccion personal;Intercambio por variante
68466;1549;7;24/8/14;Producto o tamano incorrecto;Intercambio por nuevos productos
68469;12047;9;20/3/18;Producto o tamano incorrecto;Intercambio por nuevos productos
68473;11097;1;13/10/15;Producto o tamano incorrecto;Reembolso
68474;8234;1;3/1/17;Producto danado o defectuoso;Reembolso
68484;1905;2;28/1/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
68494;13966;1;13/3/12;Producto danado o defectuoso;Reembolso
68499;7081;1;17/10/10;Producto danado o defectuoso;Intercambio por variante
68499;12460;2;7/10/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
68507;7807;7;21/1/13;Producto o tamano incorrecto;Reembolso
68514;10429;7;23/2/18;Producto danado o defectuoso;Credito de la tienda
68517;14274;5;7/2/15;Producto o tamano incorrecto;Reembolso
68521;4978;1;6/4/09;Producto danado o defectuoso;Reembolso
68524;11667;3;26/6/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
68535;5697;7;1/5/16;Producto o tamano incorrecto;Credito de la tienda
68536;9469;4;29/10/08;Cambio de idea o insatisfaccion personal;Reembolso
68544;435;2;1/9/19;Producto danado o defectuoso;Intercambio por variante
68544;6470;2;15/9/19;Producto danado o defectuoso;Credito de la tienda
68545;12125;1;19/5/19;Producto danado o defectuoso;Intercambio por nuevos productos
68553;2842;3;3/12/20;Producto o tamano incorrecto;Reembolso
68554;13491;6;27/5/15;Producto o tamano incorrecto;Credito de la tienda
68559;4944;3;19/12/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
68563;8824;6;20/7/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
68570;6960;6;8/8/10;Producto o tamano incorrecto;Credito de la tienda
68577;8004;7;5/10/14;Producto o tamano incorrecto;Credito de la tienda
68580;13478;5;25/10/13;Producto danado o defectuoso;Intercambio por nuevos productos
68582;12717;6;10/2/17;Cambio de idea o insatisfaccion personal;Intercambio por variante
68582;9731;9;15/1/17;Producto danado o defectuoso;Intercambio por nuevos productos
68589;14517;4;9/4/11;Producto danado o defectuoso;Credito de la tienda
68590;647;1;18/7/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68607;2245;1;13/6/14;Producto o tamano incorrecto;Intercambio por variante
68611;13141;2;5/10/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68631;7597;3;6/7/08;Producto o tamano incorrecto;Intercambio por variante
68636;13780;3;26/1/20;Cambio de idea o insatisfaccion personal;Reembolso
68643;3810;5;28/1/16;Cambio de idea o insatisfaccion personal;Reembolso
68646;8054;5;7/10/16;Producto o tamano incorrecto;Intercambio por nuevos productos
68648;393;3;1/9/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
68664;9022;3;12/10/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68681;12345;6;27/4/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
68685;8642;2;28/11/08;Producto danado o defectuoso;Reembolso
68690;7153;5;27/5/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
68690;1787;4;16/6/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
68691;4137;2;20/8/12;Producto o tamano incorrecto;Reembolso
68705;5265;1;26/1/19;Producto o tamano incorrecto;Credito de la tienda
68706;9787;3;13/2/09;Cambio de idea o insatisfaccion personal;Reembolso
68707;5146;1;26/5/19;Producto o tamano incorrecto;Credito de la tienda
68710;12549;2;8/2/23;Producto danado o defectuoso;Intercambio por nuevos productos
